Id,target
0,0.12914216674999476
1,0.7485907978091463
2,0.9477737107140529
3,0.41798779197205493
4,0.28597358240332293
5,0.4509522685655829
6,0.0786709481391287
7,0.43155849725693146
8,0.45662742619331975
9,0.7416865290088821
10,0.19423355996782987
11,0.2909330613517896
12,0.819278808397957
13,0.16384309667131722
14,0.44125413419209286
15,0.2881088678473038
16,0.45754049305522604
17,0.8753632144816637
18,0.45665932003012294
19,0.7513769912286099
20,0.7430480041049198
21,0.5062798813482838
22,0.19419162273663101
23,0.43021086298500516
24,0.3511266710472988
25,0.6978334859167861
26,0.8706563864846713
27,0.7072106134276662
28,0.39038031126528505
29,0.2738013916924006
30,0.6732050276705224
31,0.3130057345023112
32,0.38613369628967875
33,0.3430854677262526
34,0.9153832737166534
35,0.34393982884968155
36,0.4360394281880548
37,0.30923248100060013
38,0.42517093858113464
39,0.08365267796915651
40,0.1884362625192933
41,0.10549492496215566
42,0.7381487972996175
43,0.11345139568404027
44,0.5043318325450692
45,0.5937153609373168
46,0.030361294673771206
47,0.05047479321715422
48,0.13659624123345362
49,0.5125567281188971
50,0.24441264157082104
51,0.15241663041351636
52,0.5382414148434511
53,0.8507208077626851
54,0.2592543555225881
55,0.49753803922473094
56,0.7865486266103477
57,0.11468196277463728
58,0.6728257882758013
59,0.6154503314416689
60,0.8419422253113333
61,0.7595850286878677
62,0.8672382811440658
63,0.22318945821921254
64,0.18365119906866206
65,0.24144267063495667
66,0.12491310698644528
67,0.40402297790283603
68,0.5406202504414142
69,0.5702481482305612
70,0.5496783917770232
71,0.6056535244029326
72,0.8282057451807844
73,0.45839600945812575
74,0.33932563322866316
75,0.38018409283648186
76,0.5375308647041146
77,0.2813499650452059
78,0.17655447142848216
79,0.24263359586175623
80,0.7985487408797834
81,0.4878583267849481
82,0.36636989748038024
83,0.4810312688339791
84,0.08863339534942624
85,0.4775236355221436
86,0.39074136251065267
87,0.19947739401935732
88,0.3153741775543172
89,0.0
90,0.284566721583552
91,0.5386344162892319
92,0.4595948367467004
93,0.6216845309813426
94,0.6128694526851262
95,0.4469907615382741
96,0.4742471042172307
97,0.43921698717107255
98,0.776956200531162
99,0.9552307441712423
100,0.4101092747244246
101,0.7604661004588001
102,0.11748806170096776
103,0.5042696502336729
104,0.5238260110471636
105,0.4254074476458516
106,0.668978762711466
107,0.670084960064707
108,0.18387574853787092
109,0.46822806648412435
110,0.9448937694129098
111,0.41248765334981535
112,0.41520477538987705
113,0.5219195655042164
114,0.6488016669595562
115,0.07681148812842195
116,0.24095309479948004
117,0.47964244447152676
118,0.5103601677491065
119,0.10592609891059213
120,0.8188332559302415
121,0.874786080532233
122,0.09489728913805213
123,0.5443113077928734
124,0.6776087214740331
125,0.6663234538981703
126,0.11326444114190404
127,0.7442598452756087
128,0.9580036589858992
129,0.894811980686908
130,0.9002649408627159
131,0.8570583128880407
132,0.2892927447615125
133,1.0
134,0.13403574613216895
135,0.8826660640910441
136,0.42479645834690505
137,0.4826119635303852
138,0.12407082571783028
139,0.22113779835226338
140,0.12679254449975835
141,0.6533594959229114
142,0.3240730640586914
143,0.48414727682823644
144,0.8885750068841671
145,0.23684653710168088
146,0.49786285921599505
147,0.2357048309557252
148,0.5036606903945796
149,0.5600742987167991
150,0.9284890485402182
151,0.3677043911698919
152,0.6136666301133538
153,0.6806000533969604
154,0.9334563239264111
155,0.5141584963193014
156,0.41974369737430417
157,0.8450224860685873
158,0.09385080998173614
159,0.2794706195543695
160,0.8960613689437872
161,0.15764882962056595
162,0.17754497500616168
163,0.662298751529649
164,0.833720245710557
165,0.4596753361963563
166,0.2643124598479339
167,0.42225140117128485
168,0.1807388281011912
169,0.05500817799096913
170,0.5540153365317834
171,0.5234200174042974
172,0.7869809635212475
173,0.0
